SubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice,index
60,65,10616,7,5,2007,628,628,728,0,1356,1,2007,2,484,2008,177439,2343
160,24,2308,6,6,1975,855,855,601,0,1456,0,1975,2,460,2008,143000,2345
20,90,10768,5,8,1976,1437,1437,0,0,1437,1,1976,2,528,2007,218000,2347
20,60,7024,4,5,2005,1132,1132,0,0,1132,0,2005,2,451,2008,176000,2348
60,78,9316,7,5,2005,784,784,812,0,1596,0,2005,2,610,2006,181000,2349
160,24,2280,7,5,1999,744,757,744,0,1501,0,1999,2,440,2008,179400,2352
70,80,16560,6,8,1932,952,1170,1175,0,2345,1,1932,2,360,2006,239000,2353
30,30,5232,5,5,1925,680,764,0,0,764,0,1965,2,504,2008,73000,2354
20,64,7488,7,5,2005,1208,1208,0,0,1208,0,2005,2,632,2006,183600,2355
20,60,8400,4,4,1950,721,841,0,0,841,0,1950,1,294,2009,82000,2356
160,30,3180,7,5,2005,600,520,600,80,1200,0,2005,2,480,2006,144152,2360
20,50,6000,5,5,1948,789,789,0,0,789,0,1948,1,250,2008,115000,2362
20,69,7599,4,6,1982,845,845,0,0,845,0,1987,2,360,2007,129500,2365
20,80,8700,5,6,1963,1120,1128,0,0,1128,0,1963,2,525,2008,155000,2368
85,150,14137,4,5,1964,1200,1200,0,0,1200,0,1964,3,850,2008,173000,2369
80,80,9600,8,5,1976,392,1487,1012,0,2499,1,1976,2,527,2009,180500,2370
20,88,12803,7,5,2002,1494,1494,0,0,1494,1,2002,2,530,2008,221000,2371
80,42,10385,6,6,1978,995,1282,0,0,1282,0,1989,3,672,2006,174000,2373
20,67,10083,7,5,2003,1176,1200,0,0,1200,0,2003,2,555,2009,184900,2374
120,40,3876,8,5,1978,1226,1226,0,0,1226,1,1978,2,484,2006,170000,2376
20,95,10324,8,5,2008,1254,1254,0,0,1254,0,2008,3,810,2009,221800,2378
20,78,10140,6,6,1974,1040,1309,0,0,1309,1,1974,2,484,2006,181000,2379
60,69,9337,6,5,1997,824,905,881,0,1786,0,1997,2,684,2007,204750,2381
60,58,9487,6,5,2000,915,940,750,0,1690,1,2000,2,442,2007,187000,2382
60,80,9554,8,5,1993,777,1065,846,0,1911,1,1993,2,471,2006,215000,2383
190,60,9600,5,5,1920,973,1377,973,0,2350,0,1930,2,393,2008,130000,2384
20,72,8640,8,5,2007,1338,1338,0,0,1338,0,2007,2,598,2007,208900,2385
20,80,9600,6,5,1953,1416,1644,0,0,1644,2,1953,2,418,2009,167000,2386
90,76,9482,5,4,1958,1866,1866,0,0,1866,0,1958,2,495,2009,135000,2388
50,60,8550,5,5,1926,750,960,356,0,1316,0,1965,2,576,2007,90000,2389
120,62,12677,8,5,2003,1518,1518,0,0,1518,1,2003,2,588,2008,274000,2397
20,78,12090,6,6,1981,1422,1422,0,0,1422,1,1981,2,576,2008,175500,2398
160,36,2448,7,5,2003,764,764,862,0,1626,0,2003,2,474,2008,154000,2400
20,66,13695,5,5,2004,1114,1114,0,0,1114,0,2004,2,576,2008,159000,2406
30,40,4800,4,7,1916,1196,1196,0,0,1196,0,1957,2,440,2007,109900,2407
60,80,9200,8,5,1998,1470,1470,1160,0,2630,1,1998,3,696,2008,315000,2409
90,76,12436,5,5,1957,1824,1824,0,0,1824,0,1958,2,484,2008,146000,2410
20,80,8480,5,6,1963,970,970,0,0,970,0,1996,2,624,2007,132500,2412
30,50,8765,4,6,1936,951,951,0,0,951,0,1936,1,327,2006,106500,2413
20,125,31250,1,3,1951,0,1600,0,0,1600,0,1951,1,270,2006,81500,2414
50,50,9140,6,5,1921,629,727,380,0,1107,0,1950,1,625,2010,110000,2415
45,50,6900,6,7,1938,827,827,424,0,1251,0,1938,1,240,2010,119000,2418
20,88,9680,5,6,1967,1510,1510,0,0,1510,0,1967,2,517,2010,178900,2419
90,64,7018,5,5,1979,0,1120,1120,0,2240,0,1979,2,528,2009,142953,2420
60,84,10603,8,5,2006,900,909,886,0,1795,1,2006,3,782,2009,270000,2422
50,53,6360,5,6,1942,835,955,498,0,1453,2,1942,1,240,2010,132000,2423
20,58,7250,6,5,1993,1181,1190,0,0,1190,1,1993,2,430,2009,166000,2424
20,86,11194,8,5,2008,1696,1696,0,0,1696,0,2008,3,972,2009,275000,2425
70,54,7609,8,9,1925,798,798,714,0,1512,1,1925,1,180,2008,231000,2426
20,79,10634,5,6,1953,608,1319,0,0,1319,0,1953,1,270,2009,123000,2427
85,82,11105,5,5,1996,870,965,0,0,965,0,1998,2,580,2010,159000,2428
160,36,2268,7,5,2003,764,764,862,0,1626,0,2003,2,474,2009,173000,2432
50,52,8741,6,4,1945,735,798,689,0,1487,1,1949,1,220,2010,113000,2433
160,24,2280,6,5,1978,855,855,601,0,1456,1,1978,2,440,2010,146000,2434
30,90,8100,5,6,1948,1559,1559,0,0,1559,0,1948,2,812,2007,153500,2436
20,74,7785,5,5,1956,0,1014,0,0,1014,0,1956,1,267,2008,98000,2440
90,82,11070,7,5,1988,1907,1959,0,0,1959,0,1989,3,766,2006,171000,2442
20,85,10182,8,5,2006,1660,1660,0,0,1660,1,2006,2,500,2006,290000,2443
60,92,11952,7,6,1977,808,1161,808,0,1969,1,1977,2,534,2007,190000,2445
85,69,10205,5,5,1962,925,999,0,0,999,0,1962,1,300,2006,134500,2447
50,60,13680,5,6,1940,840,840,727,0,1567,2,1961,2,440,2009,205000,2448
20,73,8993,7,5,2007,1302,1302,0,0,1302,0,2007,2,436,2007,176485,2449
90,73,9069,6,8,1993,1344,1440,0,0,1440,0,1993,4,920,2006,224500,2450
20,65,8767,7,5,2005,1310,1310,0,0,1310,1,2005,2,400,2006,164990,2453
60,98,12256,8,5,1994,1463,1500,1122,0,2622,2,1994,2,712,2010,325000,2455
45,50,5000,6,7,1926,992,1013,0,0,1013,0,1926,1,160,2008,113000,2457
20,61,10226,8,5,2008,1622,1630,0,0,1630,1,2008,3,860,2009,295493,2459
20,100,17500,7,8,1959,1902,1902,0,0,1902,2,1959,2,567,2010,335000,2460
50,60,9084,5,6,1941,616,616,495,0,1111,0,1941,1,200,2008,95000,2461
60,80,9024,6,5,2004,789,813,702,0,1515,1,2004,2,393,2008,179000,2463
70,60,6155,6,8,1920,611,751,611,0,1362,0,1920,2,502,2008,128000,2464
50,60,11409,5,4,1949,768,1148,568,0,1716,1,1949,1,281,2009,131000,2465
60,78,9978,6,6,1998,926,926,678,0,1604,1,1998,2,470,2010,195500,2466
160,24,2522,7,5,2004,970,970,739,0,1709,0,2004,2,380,2006,137500,2467
60,78,11700,6,6,1968,727,829,727,0,1556,0,1968,2,441,2009,154000,2470
60,79,11646,6,5,2005,704,704,718,0,1422,1,2005,2,440,2009,173000,2471
120,30,5330,8,5,2006,1550,1550,0,0,1550,0,2007,2,528,2007,207500,2473
60,107,13641,9,5,2007,1934,1943,713,0,2656,1,2007,3,1040,2007,492000,2474
20,92,9215,7,5,2009,1218,1218,0,0,1218,0,2009,2,676,2010,204500,2475
50,66,21780,6,7,1918,1163,1163,511,0,1674,1,1955,2,396,2008,185000,2477
120,53,4043,6,5,1975,1069,1069,0,0,1069,1,1975,2,440,2006,146300,2479
50,60,6876,6,6,1938,1272,1272,0,697,1969,1,1938,2,400,2008,141000,2480
120,61,7380,8,5,1998,1418,1478,0,0,1478,0,1998,2,495,2009,240000,2483
20,89,13214,9,5,2008,2002,2018,0,0,2018,1,2009,3,746,2010,378500,2492
80,64,7848,7,6,1999,384,774,656,0,1430,1,1999,2,410,2009,168000,2494
20,78,10140,6,6,1974,1116,1116,0,0,1116,1,1974,2,528,2009,167900,2495
60,65,8158,7,5,2002,860,860,869,0,1729,0,2002,2,542,2007,200000,2496
20,64,7697,7,6,2007,1246,1258,0,0,1258,0,2007,2,462,2007,173500,2498
160,24,2544,6,5,2005,600,600,636,0,1236,0,2005,2,480,2010,152000,2499
60,100,9500,6,6,1964,816,1127,850,0,1977,1,1964,2,540,2007,165000,2500
120,40,3606,7,5,2006,1352,1352,0,0,1352,1,2006,2,466,2007,194000,2501
60,102,12858,9,5,2009,1590,1627,707,0,2334,1,2009,3,751,2010,376162,2502
20,79,9416,7,5,2007,1726,1726,0,0,1726,1,2007,3,786,2007,311872,2504
20,85,12633,9,5,2007,1978,1978,0,0,1978,1,2007,3,920,2009,425000,2505
50,110,7810,4,6,1930,930,1230,525,0,1755,1,1930,1,231,2007,188000,2507
20,80,10721,6,6,1959,1252,1252,0,0,1252,0,1960,2,528,2008,142000,2511
20,49,8235,5,7,1955,825,825,0,0,825,0,1963,2,720,2008,125000,2513
30,52,9022,5,8,1924,768,792,0,0,792,0,1924,1,240,2009,109500,2514
20,68,9520,4,5,1953,911,930,0,0,930,0,1953,1,286,2008,99000,2515
20,66,8300,6,6,1968,952,952,0,0,952,0,1968,1,288,2007,128500,2517
80,85,11475,6,6,1961,1208,1576,0,0,1576,1,1961,2,368,2009,174500,2519
60,83,13159,7,5,2009,846,846,846,0,1692,0,2009,2,650,2009,224500,2522
20,68,10295,4,6,1969,936,936,0,0,936,0,1969,1,288,2008,111900,2523
20,75,9000,5,6,1966,1059,1059,0,0,1059,0,1966,1,286,2006,142500,2526
70,60,7740,4,7,1910,622,741,622,0,1363,0,1966,2,528,2010,125500,2527
60,82,11287,7,6,1989,807,1175,807,0,1982,1,1989,2,575,2007,228500,2528
70,53,7155,7,8,1918,600,628,600,0,1228,1,1918,1,215,2009,137000,2529
20,83,13383,5,5,1969,1188,1404,0,0,1404,1,1969,2,504,2009,160000,2531
20,76,9158,8,5,2007,1496,1496,0,0,1496,0,2007,2,474,2007,225000,2534
60,80,9428,8,5,2007,955,955,919,0,1874,1,2007,3,880,2008,297900,2535
90,64,7040,5,5,1979,1094,1229,0,0,1229,2,1979,2,672,2009,148325,2536
70,60,7200,7,9,1910,560,930,760,0,1690,0,2008,2,624,2009,156500,2538
60,78,11419,7,7,1948,699,801,726,0,1527,1,1948,2,410,2009,152500,2541
160,24,2522,7,5,2004,970,970,739,0,1709,0,2004,2,380,2006,130000,2542
120,64,5587,8,5,2008,1600,1652,0,0,1652,1,2008,2,482,2008,392500,2544
20,58,10172,5,7,1968,864,874,0,0,874,0,1968,1,288,2006,126500,2546
120,37,3316,8,5,2005,1247,1247,0,0,1247,1,2005,2,550,2006,197000,2547
80,100,9600,6,5,1961,1218,1254,0,0,1254,1,1961,2,525,2007,158500,2548
50,55,8674,5,6,1950,910,910,525,0,1435,0,1950,1,308,2007,128250,2553
70,60,9600,7,7,1925,728,832,809,0,1641,1,1925,2,546,2006,178000,2557
120,48,6240,8,5,2006,1342,1342,0,0,1342,1,2007,2,550,2008,234250,2560
120,50,7175,6,5,1990,1398,1398,0,0,1398,0,1990,2,542,2006,172000,2563
160,21,1894,4,5,1970,546,546,546,0,1092,0,1970,1,286,2006,71000,2565
20,65,8775,5,5,1994,990,990,0,0,990,0,1996,1,299,2007,126000,2566
20,62,9858,5,6,1968,864,874,0,0,874,0,1968,1,288,2009,130000,2570
60,64,8791,6,5,2003,864,864,864,0,1728,0,2003,2,673,2008,207500,2571
60,75,9317,7,5,1993,740,1006,769,0,1775,1,1993,2,425,2009,213000,2572
30,64,8574,6,8,1916,816,1232,0,0,1232,1,1916,2,440,2009,147500,2574
50,60,10800,5,6,1915,686,966,686,0,1652,0,1961,1,416,2010,139000,2575
85,64,7301,7,5,2003,0,495,1427,0,1922,1,2003,2,672,2009,198500,2578
20,57,8280,6,5,1950,932,932,0,0,932,1,1950,1,306,2007,124000,2580
85,57,8846,5,5,1996,870,914,0,0,914,0,1998,2,576,2006,148000,2581
20,75,7875,5,6,1961,1144,1144,0,0,1144,0,1961,2,456,2008,139950,2582
70,54,9399,7,8,1919,818,818,818,0,1636,1,1919,1,288,2006,167000,2584
90,64,7804,6,7,1930,960,960,960,0,1920,2,1930,2,480,2008,161900,2585
20,92,10573,6,6,1961,1453,1453,0,0,1453,1,1961,2,530,2009,187500,2587
50,60,9060,6,5,1939,560,698,560,0,1258,0,1939,1,280,2009,105000,2589
70,60,5280,4,7,1895,173,825,536,0,1361,0,1895,1,185,2008,89000,2590
20,64,6410,4,5,1959,876,876,0,0,876,0,1959,1,320,2009,85000,2592
80,96,11777,5,6,1966,1164,1320,0,0,1320,2,1966,2,564,2006,164500,2594
20,98,12291,10,5,2007,1966,1966,0,0,1966,1,2007,3,1092,2007,419005,2595
120,43,3182,8,5,2004,1256,1269,0,0,1269,1,2004,2,430,2010,192000,2598
60,70,8462,6,5,1994,928,936,785,0,1721,0,1994,2,471,2007,201000,2600
50,45,7506,5,8,1925,747,747,412,0,1159,0,1932,1,288,2008,114000,2605
20,60,7200,5,7,1950,0,1040,0,0,1040,0,1950,2,625,2006,109500,2606
60,50,8480,6,5,1993,886,886,794,0,1680,0,1993,2,474,2008,163000,2608
50,60,11100,5,6,1951,1080,1080,400,0,1480,1,1951,1,253,2007,136500,2609
50,50,5925,4,6,1900,570,761,380,0,1141,0,1930,1,252,2007,85000,2615
20,103,13472,10,5,2003,2392,2392,0,0,2392,1,2003,3,968,2009,386250,2616
50,50,6000,6,6,1927,845,866,430,0,1296,0,1980,2,576,2007,127500,2617
120,48,3242,7,5,2003,1405,1405,0,0,1405,1,2003,2,478,2007,200000,2618
20,90,14115,6,7,1956,1073,1811,0,0,1811,1,1956,2,470,2006,230000,2619
20,60,6960,4,6,1970,864,864,0,0,864,0,1989,2,660,2009,120500,2620
160,24,2117,6,5,2000,756,769,804,0,1573,0,2000,2,440,2007,177000,2621
20,80,9760,6,7,1963,1395,1395,0,0,1395,1,1963,2,440,2010,192000,2622
50,60,7200,5,6,1955,768,1024,564,0,1588,0,1955,2,480,2008,150000,2623
50,85,10678,8,5,1992,1683,2129,743,0,2872,1,1992,2,541,2007,285000,2624
20,96,12469,9,5,2006,1790,1816,0,0,1816,1,2007,3,730,2007,356000,2625
120,35,4109,9,5,1999,1557,1557,0,0,1557,1,1999,2,484,2008,305000,2629
60,68,8286,5,7,1977,716,716,716,0,1432,1,1977,2,531,2007,157000,2630
80,80,13014,6,5,1978,1008,1096,0,0,1096,1,1978,2,484,2008,157500,2633
60,42,13751,7,5,2005,1700,1700,512,0,2212,1,2006,3,773,2006,309000,2634
80,64,8991,7,6,1976,1228,1324,0,0,1324,1,1976,2,585,2007,174000,2635
30,51,6120,5,7,1925,768,1015,0,0,1015,0,1925,1,450,2006,88000,2636
60,58,17104,7,5,2006,654,664,832,0,1496,1,2006,2,426,2006,179665,2638
20,98,12704,8,5,2008,2042,2042,0,0,2042,1,2009,3,1390,2009,253293,2641
20,72,8640,8,5,2007,1363,1372,0,0,1372,0,2008,2,588,2008,212700,2643
20,80,8892,5,5,1960,1065,1065,0,0,1065,0,1974,2,461,2007,126500,2644
50,60,12144,4,6,1950,910,910,611,0,1521,0,1950,1,597,2006,147500,2645
20,60,7436,4,7,1960,894,894,0,0,894,1,1988,2,396,2009,141500,2646
20,87,11029,6,8,1958,1184,1414,0,0,1414,1,1990,2,601,2008,176500,2650
50,40,5436,4,8,1922,796,796,358,0,1154,0,1922,1,240,2010,125500,2651
50,68,10544,5,5,1969,864,864,615,0,1479,0,1969,1,275,2010,161000,2652
20,74,13008,6,5,1956,882,882,0,0,882,0,1956,1,502,2009,124500,2655
50,66,21780,6,5,1920,817,940,610,0,1550,1,1937,1,318,2006,195000,2656
160,21,1680,6,6,1972,483,483,504,0,987,0,1972,1,288,2009,97000,2657
50,70,12392,7,9,1950,832,1218,943,0,2161,2,1994,2,506,2008,263400,2659
70,60,10800,7,7,1890,1313,1313,1182,0,2495,1,1950,2,342,2008,184000,2660
20,79,7801,6,5,1951,1091,1091,0,0,1091,1,1951,1,344,2008,104000,2661
20,80,10928,6,6,1978,1427,1671,0,0,1671,1,1978,2,484,2009,200000,2663
20,80,14680,5,4,1960,1273,1273,0,0,1273,0,1960,1,307,2009,155000,2665
120,43,3182,7,5,2005,1145,1145,0,0,1145,1,2005,2,397,2009,160200,2667
20,94,17778,8,5,1981,2461,2497,0,0,2497,2,1981,2,676,2007,373000,2669
60,71,7056,6,5,1963,780,983,813,0,1796,1,1963,2,483,2008,140000,2670
20,60,7200,5,5,1972,894,894,0,0,894,0,1985,2,600,2009,123000,2671
70,60,9720,6,7,1910,741,780,741,0,1521,0,1950,3,640,2009,146500,2672
60,79,12798,6,5,1997,616,616,1072,0,1688,0,1997,2,603,2008,200000,2673
20,77,10872,9,5,2006,1504,1531,0,0,1531,1,2006,3,700,2009,300000,2675
120,40,3840,8,6,1978,1057,1295,0,0,1295,2,1978,2,571,2007,213750,2676
60,81,10944,7,5,1994,1223,1223,904,0,2127,2,1994,2,525,2008,271000,2677
30,60,7200,6,7,1925,1040,1040,0,0,1040,0,1993,2,320,2008,127500,2678
60,52,46589,8,7,1994,1629,1686,762,0,2448,1,1994,3,711,2009,402000,2681
85,82,8410,6,6,1974,970,1026,0,0,1026,1,1974,2,528,2007,143000,2682
50,60,8400,6,5,1925,1181,1390,304,0,1694,1,1925,2,576,2008,136500,2683
20,66,12778,5,6,1952,1008,1008,0,0,1008,0,1952,1,280,2006,139500,2684
70,75,13125,7,6,1940,800,960,780,0,1740,2,1940,1,240,2007,219500,2685
20,72,10152,5,5,1956,1048,1048,0,0,1048,0,1956,1,286,2007,135000,2686
70,54,7588,7,6,1920,793,901,901,0,1802,1,1920,1,216,2006,200100,2688
70,51,6120,5,5,1923,1100,1226,676,0,1902,0,1960,2,576,2008,123500,2689
70,74,11988,6,7,1934,715,849,811,0,1660,1,1939,1,240,2008,188700,2690
20,80,9600,5,5,1969,1288,1336,0,0,1336,1,1969,2,502,2009,163000,2692
80,81,10530,6,6,1975,675,1109,766,0,1875,1,1975,2,485,2006,184500,2694
60,107,12852,8,5,2007,920,920,860,0,1780,1,2007,2,612,2008,264966,2695
20,79,10637,8,5,2007,1705,1718,0,0,1718,1,2007,3,826,2009,297000,2697
20,70,9926,7,5,2005,1614,1614,0,0,1614,0,2005,3,878,2007,245700,2698
70,80,8146,4,8,1900,405,717,322,0,1039,0,1940,1,281,2009,114000,2699
20,36,15523,5,6,1972,864,864,0,0,864,1,1972,1,338,2009,133500,2700
20,37,6951,5,5,1984,876,923,0,0,923,0,1984,1,264,2008,119500,2701
70,54,6629,6,6,1925,672,697,672,0,1369,0,1930,1,300,2009,103600,2703
160,24,2179,6,5,1976,855,855,601,0,1456,1,1976,2,460,2006,144000,2705
20,77,11500,6,4,1967,1040,1040,0,0,1040,1,1967,2,480,2009,163000,2706
60,42,8433,6,5,2000,794,819,695,0,1514,1,2000,2,394,2009,190000,2710
60,74,8834,9,5,2004,1462,1462,762,0,2224,1,2004,3,738,2009,350000,2714
85,72,9129,5,5,1977,923,1008,0,0,1008,1,1977,2,678,2007,153500,2717
40,50,9100,5,6,1930,742,779,0,156,935,0,1988,1,308,2008,79500,2718
60,75,10125,8,5,2000,1107,1040,1012,0,2052,1,2000,3,642,2009,251000,2722
20,70,8400,5,5,1968,1052,1052,0,0,1052,0,1968,1,288,2006,138500,2723
50,60,10930,5,6,1945,913,1048,510,0,1558,1,1962,1,288,2008,140000,2724
20,68,9571,5,6,1956,1509,1509,0,0,1509,1,1956,1,322,2008,159900,2725
20,76,9139,8,5,2006,1422,1432,0,0,1432,1,2006,2,492,2009,245000,2726
20,60,8172,4,5,1955,864,864,0,0,864,0,1996,2,528,2007,79275,2729
120,53,3982,8,5,2006,1520,1567,0,0,1567,1,2006,3,648,2006,264561,2730
60,75,9743,5,6,1969,720,720,588,0,1308,0,1969,2,484,2008,146900,2731
50,50,6000,5,8,1925,884,884,464,0,1348,1,1960,1,216,2009,117000,2733
60,105,11025,9,5,1993,1848,1827,959,0,2786,1,1993,2,636,2008,372500,2736
20,60,11556,5,6,1952,720,882,0,0,882,0,1952,1,240,2008,116000,2738
20,74,7450,5,5,1956,894,1074,0,0,1074,1,1966,2,396,2007,124000,2739
60,80,14000,7,5,1996,1306,1306,954,0,2260,0,1996,2,533,2010,328000,2740
80,70,10500,5,7,1971,372,576,533,0,1109,0,1971,1,288,2007,139000,2742
50,50,7000,6,7,1940,720,720,495,0,1215,0,1965,2,720,2007,141000,2743
20,91,11778,9,5,2008,1751,1766,0,0,1766,2,2008,3,874,2008,395039,2744
160,24,1920,5,5,1971,765,765,600,0,1365,0,1971,2,440,2007,122500,2746
70,66,9042,7,9,1941,1152,1188,1152,0,2340,2,1941,1,252,2010,266500,2748
50,60,5160,6,6,1927,1204,1204,462,0,1666,0,1927,1,384,2009,135000,2750
60,62,8857,6,5,2006,738,738,757,0,1495,1,2006,2,440,2007,171925,2751
20,98,11478,8,5,2007,1704,1704,0,0,1704,1,2008,3,772,2010,306000,2753
60,96,11308,9,5,2008,1104,1130,1054,0,2184,1,2008,3,836,2009,335000,2754
50,50,7000,6,6,1924,617,865,445,0,1310,0,1924,1,398,2006,112000,2756
60,90,11250,7,5,1998,1054,1070,869,0,1939,1,1998,3,555,2006,227000,2758
50,75,9525,6,5,1953,1000,1068,541,0,1609,0,1953,1,305,2006,149900,2760
60,80,11316,7,5,2002,817,824,1070,0,1894,1,2002,2,510,2010,214900,2761
80,73,9802,5,5,2006,352,712,730,0,1442,0,2007,2,400,2008,172500,2763
50,50,6000,6,6,1940,572,848,348,0,1196,2,1973,2,576,2010,128000,2766
50,40,4400,6,8,1920,648,734,384,0,1118,0,1990,2,440,2006,116000,2770
60,66,8738,7,5,1999,975,1005,1286,0,2291,1,1999,2,429,2006,230000,2772
30,50,6000,4,4,1920,960,960,0,0,960,0,1997,1,308,2007,108500,2773
50,52,9439,5,5,1930,912,912,336,0,1248,0,1957,1,160,2007,87000,2775
50,51,6120,3,5,1930,728,728,434,0,1162,0,1930,1,258,2006,75000,2781
20,57,12853,8,5,2010,1642,1418,0,0,1418,1,2010,3,852,2010,267916,2782
60,118,35760,10,5,1995,1930,1831,1796,0,3627,1,1995,3,807,2006,625000,2783
20,62,7130,5,6,1967,864,864,0,0,864,0,1967,1,312,2009,130000,2784
50,52,6240,6,6,1934,816,816,0,360,1176,1,1985,2,528,2006,114500,2785
20,85,14601,9,5,2006,1838,1838,0,0,1838,1,2006,3,765,2009,315000,2787
50,72,7822,6,3,1915,832,846,492,0,1338,0,1974,2,528,2006,92000,2788
60,79,12420,7,5,2001,944,944,896,0,1840,0,2001,2,622,2009,230000,2790
20,70,7931,5,5,1959,1148,1148,0,0,1148,0,1959,1,672,2009,132500,2791
20,70,11767,5,5,1956,1150,1560,0,0,1560,1,1956,1,313,2009,103500,2792
120,41,5395,8,5,1993,1337,1337,0,0,1337,1,1993,2,462,2008,180000,2793
70,70,12320,7,7,1932,637,959,650,0,1609,2,1963,3,579,2006,199500,2796
20,60,16012,4,4,1954,954,1482,0,0,1482,1,1956,2,609,2006,125000,2798
20,73,9855,6,5,1956,1436,1689,0,0,1689,1,1956,2,480,2009,127500,2800
20,60,7200,5,7,1951,900,900,0,0,900,0,2005,2,576,2010,134800,2801
20,65,8529,7,5,2001,1454,1434,0,0,1434,1,2001,2,527,2009,189000,2802
60,63,8199,7,5,2005,728,728,728,0,1456,1,2005,2,410,2008,189000,2804
20,60,10122,4,6,1948,0,869,0,0,869,0,1948,1,390,2008,89900,2808
60,80,9600,6,6,1971,715,930,715,0,1645,0,1971,2,441,2010,171000,2809
160,21,2205,6,6,1973,525,525,567,0,1092,0,1973,1,264,2007,113500,2810
60,78,9316,7,5,2005,879,879,916,0,1795,0,2005,2,578,2007,191000,2813
20,43,12712,6,7,1973,1044,1055,0,0,1055,1,1973,2,542,2007,147000,2814
60,80,8800,6,7,1964,845,845,1309,0,2154,1,1964,2,539,2007,224500,2816
20,78,10180,5,6,1968,912,1044,0,0,1044,1,1990,2,372,2008,139000,2818
60,60,7500,7,5,1999,994,1028,776,0,1804,1,1999,2,442,2010,189000,2819
20,75,11166,7,5,2001,1492,1492,0,0,1492,1,2001,2,608,2009,201000,2820
85,70,8400,6,5,1966,814,913,0,0,913,0,1990,1,240,2007,129000,2823
20,75,7500,8,5,2006,1372,1448,0,0,1448,1,2006,2,692,2009,238500,2824
20,57,7677,5,5,1953,773,773,0,0,773,0,1953,1,240,2008,110000,2830
20,64,6762,7,5,2007,1282,1290,0,0,1290,1,2007,2,662,2009,200000,2832
20,70,7535,5,7,1958,912,912,0,0,912,0,1958,1,297,2007,120000,2833
90,78,15600,5,6,1950,1032,1102,1075,0,2177,0,1950,2,484,2010,215000,2834
60,72,7226,7,5,2003,798,798,842,0,1640,0,2003,2,595,2008,183000,2835
60,78,10530,7,6,1993,1148,1091,984,0,2075,1,1993,2,473,2007,255000,2837
20,69,5805,5,7,1957,1347,1347,0,0,1347,0,1957,2,551,2010,143000,2838
60,64,7713,7,5,2007,728,728,728,0,1456,0,2007,2,400,2007,177594,2839
50,60,6000,5,5,1924,468,822,320,0,1142,0,1924,1,320,2009,93000,2840
70,60,9000,4,6,1920,592,432,432,0,864,0,1920,1,216,2008,65000,2841
20,79,8910,6,6,1959,655,1194,0,0,1194,1,1954,2,539,2006,159500,2843
20,65,6993,5,7,1961,912,1236,0,0,1236,1,1961,1,288,2006,135000,2844
20,84,8658,6,5,1965,1088,1324,0,0,1324,1,1965,2,440,2006,160000,2845
85,72,10820,5,7,1971,782,810,0,0,810,0,1973,2,576,2006,130000,2847
120,28,7296,8,5,2004,2208,2522,0,0,2522,1,2004,2,564,2009,375000,2848
70,60,7230,7,7,1927,851,867,851,0,1718,1,1927,2,264,2007,238000,2849
20,50,6000,4,7,1954,901,901,0,0,901,0,1954,1,281,2008,107900,2850
70,70,10570,8,8,1932,853,1549,1178,0,2727,2,1932,2,440,2007,315000,2851
20,60,12450,5,5,2003,1114,1114,0,0,1114,0,2004,2,576,2009,153000,2855
20,65,10739,7,5,2002,1431,1444,0,0,1444,0,2002,2,577,2009,203000,2858
20,72,8640,7,5,2008,1402,1402,0,0,1402,0,2008,2,625,2009,229800,2860
20,81,9672,6,5,1984,1040,1097,0,0,1097,0,1986,2,480,2010,152000,2864
50,63,4347,6,8,1910,796,825,784,0,1609,0,1910,1,228,2008,127500,2867
20,78,11700,6,6,1968,912,1152,0,0,1152,0,1968,2,412,2007,143450,2869
120,61,3782,8,5,1981,1226,1226,0,0,1226,2,1981,2,484,2009,211500,2871
60,59,9649,6,5,1999,941,961,683,0,1644,1,1999,2,460,2007,185000,2872
20,72,8872,5,8,1965,912,912,0,0,912,0,1992,2,576,2008,147000,2877
120,44,7390,9,5,2008,1884,1884,0,0,1884,1,2008,2,649,2009,320000,2879
50,60,9600,5,6,1948,1212,1226,442,0,1668,0,1948,1,240,2006,135000,2888
20,93,12085,8,5,2007,1734,1734,0,0,1734,1,2007,3,928,2007,318000,2889
70,42,7614,3,5,1905,738,714,662,0,1376,0,1930,1,216,2006,96900,2890
70,57,6406,5,6,1939,690,868,690,0,1558,1,1939,2,400,2009,150000,2891
120,34,5122,6,5,2005,1306,1306,0,0,1306,1,2005,2,624,2009,184500,2892
30,60,8520,5,8,1923,624,792,0,0,792,0,1963,1,287,2009,99500,2894
60,73,8760,7,5,2006,1391,1391,571,0,1962,0,2006,3,868,2006,239799,2895
90,75,10125,5,5,1977,0,1302,432,0,1734,0,1977,2,539,2009,126000,2896
20,65,8125,5,7,1965,912,925,0,0,925,0,1978,2,576,2008,135000,2897
20,124,16158,7,5,2005,1530,1530,0,0,1530,1,2005,2,430,2009,260000,2901
60,90,14670,6,7,1966,1104,1104,884,0,1988,1,1966,2,480,2008,227000,2902
20,85,12633,10,5,2006,1824,1824,0,0,1824,1,2006,3,932,2007,392000,2905
